,fecha,day_sem,id_operador,id_avion,num_vuelo,origen,destino,horasalidaf,salida_realf,tiempo_trans_vuelo,distancia_millas,hora_llegada_progf,delay2,bandera_delay,count,max,nvue_falt,ind_retraso1,ind_retraso2,ind_retraso3,efecto,sum_efectos_domino,tot_sum_domino,vuelos_afectados,year,etiqueta1
22,2016-01-06,C:MIERCOLES,WN,7819A,1861,PHX,ONT,1540,1553,65.0,325.0,1545,13.0,C:RETRASO_MENOR20,2,4,2,1,1.0,1.0,DOMINO,1.0,3.0,2.0,2016,0
23,2016-01-06,C:MIERCOLES,WN,7819A,1863,ONT,PHX,1615,1638,70.0,325.0,1825,23.0,C:RETRASO_MENOR30,3,4,1,1,1.0,1.0,DOMINO,1.0,3.0,1.0,2016,0
24,2016-01-06,C:MIERCOLES,WN,7819A,1863,PHX,HOU,1910,1942,145.0,1020.0,2235,32.0,C:RETRASO_MENOR40,4,4,0,1,1.0,1.0,DOMINO,1.0,3.0,0.0,2016,0
25,2016-01-07,D:JUEVES,WN,7819A,1678,HOU,BWI,835,837,170.0,1246.0,1225,2.0,B:RETRASO_MENOR10,1,6,5,1,1.0,,SIN EFECTO,1.0,4.0,4.0,2016,0
26,2016-01-07,D:JUEVES,WN,7819A,1678,BWI,SDF,1300,1303,110.0,495.0,1450,3.0,B:RETRASO_MENOR10,2,6,4,1,1.0,1.0,DOMINO,1.0,4.0,3.0,2016,0
27,2016-01-07,D:JUEVES,WN,7819A,1678,SDF,MDW,1520,1538,70.0,271.0,1530,18.0,C:RETRASO_MENOR20,3,6,3,1,1.0,1.0,DOMINO,1.0,4.0,2.0,2016,0
28,2016-01-07,D:JUEVES,WN,7819A,1678,MDW,DTW,1610,1621,70.0,228.0,1820,11.0,C:RETRASO_MENOR20,4,6,2,1,1.0,1.0,DOMINO,1.0,4.0,1.0,2016,0
29,2016-01-07,D:JUEVES,WN,7819A,1678,DTW,BNA,1850,1853,100.0,456.0,1930,3.0,B:RETRASO_MENOR10,5,6,1,1,1.0,1.0,DOMINO,1.0,4.0,0.0,2016,0
30,2016-01-07,D:JUEVES,WN,7819A,1678,BNA,PNS,2010,2004,80.0,391.0,2130,0.0,A:SIN RETRASO,6,6,0,0,1.0,1.0,SIN EFECTO,,,,2016,0
31,2016-01-08,E:VIERNES,WN,7819A,2619,PNS,BNA,740,737,80.0,391.0,900,0.0,A:SIN RETRASO,1,5,4,0,0.0,,SIN EFECTO,,,,2016,0
32,2016-01-08,E:VIERNES,WN,7819A,2619,BNA,CLE,945,941,85.0,448.0,1210,0.0,A:SIN RETRASO,2,5,3,0,0.0,0.0,SIN EFECTO,,,,2016,0
33,2016-01-08,E:VIERNES,WN,7819A,2619,CLE,BWI,1240,1240,75.0,314.0,1355,0.0,A:SIN RETRASO,3,5,2,0,0.0,0.0,SIN EFECTO,,,,2016,0
34,2016-01-08,E:VIERNES,WN,7819A,2978,BWI,LAX,1435,1434,360.0,2329.0,1735,0.0,A:SIN RETRASO,4,5,1,0,0.0,0.0,SIN EFECTO,,,,2016,0
35,2016-01-08,E:VIERNES,WN,7819A,817,LAX,DAL,1810,1809,175.0,1246.0,2305,0.0,A:SIN RETRASO,5,5,0,0,0.0,0.0,SIN EFECTO,,,,2016,0
36,2016-01-09,F:SABADO,WN,7819A,3656,DAL,BNA,840,836,95.0,623.0,1015,0.0,A:SIN RETRASO,1,5,4,0,0.0,,SIN EFECTO,,,,2016,0
37,2016-01-09,F:SABADO,WN,7819A,3656,BNA,RDU,1055,1050,85.0,442.0,1320,0.0,A:SIN RETRASO,2,5,3,0,0.0,0.0,SIN EFECTO,,,,2016,0
38,2016-01-09,F:SABADO,WN,7819A,3656,RDU,LAS,1400,1400,315.0,2026.0,1615,0.0,A:SIN RETRASO,3,5,2,0,0.0,0.0,SIN EFECTO,,,,2016,0
39,2016-01-09,F:SABADO,WN,7819A,3656,LAS,BUR,1700,1658,60.0,223.0,1800,0.0,A:SIN RETRASO,4,5,1,0,0.0,0.0,SIN EFECTO,,,,2016,0
40,2016-01-09,F:SABADO,WN,7819A,3656,BUR,OAK,1845,1841,70.0,325.0,1955,0.0,A:SIN RETRASO,5,5,0,0,0.0,0.0,SIN EFECTO,,,,2016,0
41,2016-01-10,G:DOMINGO,WN,7819A,1803,OAK,LAX,1050,1049,75.0,337.0,1205,0.0,A:SIN RETRASO,1,3,2,0,0.0,,SIN EFECTO,,,,2016,0
42,2016-01-10,G:DOMINGO,WN,7819A,1803,LAX,MDW,1240,1248,240.0,1750.0,1840,8.0,B:RETRASO_MENOR10,2,3,1,1,0.0,0.0,SIN EFECTO,0.0,-1.0,0.0,2016,0
43,2016-01-10,G:DOMINGO,WN,7819A,1803,MDW,EWR,1925,1922,120.0,711.0,2225,0.0,A:SIN RETRASO,3,3,0,0,1.0,1.0,SIN EFECTO,,,,2016,0
44,2016-01-11,A:LUNES,WN,7819A,1495,EWR,STL,730,729,170.0,872.0,920,0.0,A:SIN RETRASO,1,5,4,0,0.0,,SIN EFECTO,,,,2016,0
45,2016-01-11,A:LUNES,WN,7819A,1495,STL,LIT,1025,1021,65.0,296.0,1130,0.0,A:SIN RETRASO,2,5,3,0,0.0,0.0,SIN EFECTO,,,,2016,0
46,2016-01-11,A:LUNES,WN,7819A,1496,LIT,PHX,1225,1224,190.0,1136.0,1435,0.0,A:SIN RETRASO,3,5,2,0,0.0,0.0,SIN EFECTO,,,,2016,0
47,2016-01-11,A:LUNES,WN,7819A,1496,PHX,DEN,1540,1543,100.0,602.0,1720,3.0,B:RETRASO_MENOR10,4,5,1,1,0.0,0.0,SIN EFECTO,0.0,-1.0,0.0,2016,0
48,2016-01-11,A:LUNES,WN,7819A,1496,DEN,JAX,1815,1810,185.0,1447.0,2320,0.0,A:SIN RETRASO,5,5,0,0,1.0,1.0,SIN EFECTO,,,,2016,0
49,2016-01-12,B:MARTES,WN,7819A,476,JAX,BNA,800,754,95.0,483.0,835,0.0,A:SIN RETRASO,1,7,6,0,0.0,,SIN EFECTO,,,,2016,0
50,2016-01-12,B:MARTES,WN,7819A,476,BNA,SAN,915,913,275.0,1751.0,1150,0.0,A:SIN RETRASO,2,7,5,0,0.0,0.0,SIN EFECTO,,,,2016,0
51,2016-01-12,B:MARTES,WN,7819A,476,SAN,SFO,1225,1221,90.0,447.0,1355,0.0,A:SIN RETRASO,3,7,4,0,0.0,0.0,SIN EFECTO,,,,2016,0
52,2016-01-12,B:MARTES,WN,7819A,477,SFO,LAX,1430,1427,75.0,337.0,1545,0.0,A:SIN RETRASO,4,7,3,0,0.0,0.0,SIN EFECTO,,,,2016,0
53,2016-01-12,B:MARTES,WN,7819A,314,LAX,SMF,1620,1616,80.0,373.0,1740,0.0,A:SIN RETRASO,5,7,2,0,0.0,0.0,SIN EFECTO,,,,2016,0
54,2016-01-12,B:MARTES,WN,7819A,479,SMF,SAN,1810,1810,85.0,480.0,1935,0.0,A:SIN RETRASO,6,7,1,0,0.0,0.0,SIN EFECTO,,,,2016,0
55,2016-01-12,B:MARTES,WN,7819A,480,SAN,SFO,2010,2008,100.0,447.0,2150,0.0,A:SIN RETRASO,7,7,0,0,0.0,0.0,SIN EFECTO,,,,2016,0
56,2016-01-13,C:MIERCOLES,WN,7819A,2991,SFO,PHX,630,626,110.0,651.0,920,0.0,A:SIN RETRASO,1,6,5,0,0.0,,SIN EFECTO,,,,2016,0
57,2016-01-13,C:MIERCOLES,WN,7819A,2991,PHX,AUS,1005,1004,135.0,872.0,1320,0.0,A:SIN RETRASO,2,6,4,0,0.0,0.0,SIN EFECTO,,,,2016,0
58,2016-01-13,C:MIERCOLES,WN,7819A,2991,AUS,SEA,1400,1355,270.0,1770.0,1630,0.0,A:SIN RETRASO,3,6,3,0,0.0,0.0,SIN EFECTO,,,,2016,0
59,2016-01-13,C:MIERCOLES,WN,7819A,2991,SEA,SJC,1705,1706,120.0,697.0,1905,1.0,B:RETRASO_MENOR10,4,6,2,1,0.0,0.0,SIN EFECTO,0.0,-1.0,0.0,2016,0
60,2016-01-13,C:MIERCOLES,WN,7819A,2991,SJC,BUR,1940,1939,60.0,296.0,2040,0.0,A:SIN RETRASO,5,6,1,0,1.0,1.0,SIN EFECTO,,,,2016,0
61,2016-01-13,C:MIERCOLES,WN,7819A,2991,BUR,LAS,2110,2105,60.0,223.0,2210,0.0,A:SIN RETRASO,6,6,0,0,0.0,0.0,SIN EFECTO,,,,2016,0
62,2016-01-14,D:JUEVES,WN,7819A,2996,LAS,ATL,610,608,230.0,1747.0,1300,0.0,A:SIN RETRASO,1,6,5,0,0.0,,SIN EFECTO,,,,2016,0
63,2016-01-14,D:JUEVES,WN,7819A,2996,ATL,STL,1335,1329,105.0,484.0,1420,0.0,A:SIN RETRASO,2,6,4,0,0.0,0.0,SIN EFECTO,,,,2016,0
64,2016-01-14,D:JUEVES,WN,7819A,2996,STL,LAX,1455,1455,255.0,1592.0,1710,0.0,A:SIN RETRASO,3,6,3,0,0.0,0.0,SIN EFECTO,,,,2016,0
65,2016-01-14,D:JUEVES,WN,7819A,314,LAX,SMF,1620,1735,80.0,373.0,1740,75.0,H:RETRASO_MAYOR60,4,6,2,1,0.0,0.0,SIN EFECTO,1.0,2.0,2.0,2016,1
66,2016-01-14,D:JUEVES,WN,7819A,479,SMF,SAN,1810,1931,85.0,480.0,1935,81.0,H:RETRASO_MAYOR60,5,6,1,1,1.0,1.0,DOMINO,1.0,2.0,1.0,2016,0
67,2016-01-14,D:JUEVES,WN,7819A,480,SAN,SFO,2010,2147,100.0,447.0,2150,97.0,H:RETRASO_MAYOR60,6,6,0,1,1.0,1.0,DOMINO,1.0,2.0,0.0,2016,0
68,2016-01-15,E:VIERNES,WN,7819A,681,SFO,DAL,600,601,205.0,1476.0,1125,1.0,B:RETRASO_MENOR10,1,4,3,1,1.0,,SIN EFECTO,0.0,-1.0,0.0,2016,0
69,2016-01-15,E:VIERNES,WN,7819A,681,DAL,BOS,1200,1159,205.0,1554.0,1625,0.0,A:SIN RETRASO,2,4,2,0,1.0,1.0,SIN EFECTO,,,,2016,0
70,2016-01-15,E:VIERNES,WN,7819A,59,BOS,DAL,1655,1650,270.0,1554.0,2025,0.0,A:SIN RETRASO,3,4,1,0,0.0,0.0,SIN EFECTO,,,,2016,0
71,2016-01-15,E:VIERNES,WN,7819A,511,DAL,STL,2145,2149,95.0,546.0,2320,4.0,B:RETRASO_MENOR10,4,4,0,1,0.0,0.0,SIN EFECTO,0.0,-1.0,0.0,2016,0
72,2016-01-16,F:SABADO,WN,7819A,3274,STL,DAL,630,628,110.0,546.0,820,0.0,A:SIN RETRASO,1,5,4,0,1.0,,SIN EFECTO,,,,2016,0
73,2016-01-16,F:SABADO,WN,7819A,3274,DAL,CMH,900,855,140.0,919.0,1220,0.0,A:SIN RETRASO,2,5,3,0,0.0,0.0,SIN EFECTO,,,,2016,0
74,2016-01-16,F:SABADO,WN,7819A,3599,CMH,LAS,1250,1246,280.0,1771.0,1430,0.0,A:SIN RETRASO,3,5,2,0,0.0,0.0,SIN EFECTO,,,,2016,0
75,2016-01-16,F:SABADO,WN,7819A,3599,LAS,PHX,1510,1509,70.0,255.0,1720,0.0,A:SIN RETRASO,4,5,1,0,0.0,0.0,SIN EFECTO,,,,2016,0
76,2016-01-16,F:SABADO,WN,7819A,3599,PHX,AUS,1805,1802,130.0,872.0,2115,0.0,A:SIN RETRASO,5,5,0,0,0.0,0.0,SIN EFECTO,,,,2016,0
77,2016-01-17,G:DOMINGO,WN,7819A,854,AUS,DAL,800,755,55.0,189.0,855,0.0,A:SIN RETRASO,1,5,4,0,0.0,,SIN EFECTO,,,,2016,0
78,2016-01-17,G:DOMINGO,WN,7819A,854,DAL,PHL,935,930,185.0,1295.0,1340,0.0,A:SIN RETRASO,2,5,3,0,0.0,0.0,SIN EFECTO,,,,2016,0
79,2016-01-17,G:DOMINGO,WN,7819A,854,PHL,PBI,1415,1426,165.0,951.0,1700,11.0,C:RETRASO_MENOR20,3,5,2,1,0.0,0.0,SIN EFECTO,1.0,2.0,2.0,2016,0
80,2016-01-17,G:DOMINGO,WN,7819A,854,PBI,ATL,1740,1815,115.0,545.0,1935,35.0,C:RETRASO_MENOR40,4,5,1,1,1.0,1.0,DOMINO,1.0,2.0,1.0,2016,0
81,2016-01-17,G:DOMINGO,WN,7819A,854,ATL,CAK,2040,2048,100.0,528.0,2220,8.0,B:RETRASO_MENOR10,5,5,0,1,1.0,1.0,DOMINO,1.0,2.0,0.0,2016,0
82,2016-01-18,A:LUNES,WN,7819A,1634,CAK,ATL,725,837,120.0,528.0,925,72.0,H:RETRASO_MAYOR60,1,5,4,1,1.0,,SIN EFECTO,1.0,4.0,4.0,2016,1
83,2016-01-18,A:LUNES,WN,7819A,1059,ATL,PBI,1005,1110,115.0,545.0,1200,65.0,H:RETRASO_MAYOR60,2,5,3,1,1.0,1.0,DOMINO,1.0,4.0,3.0,2016,1
84,2016-01-18,A:LUNES,WN,7819A,1059,PBI,PHL,1235,1338,155.0,951.0,1510,63.0,H:RETRASO_MAYOR60,3,5,2,1,1.0,1.0,DOMINO,1.0,4.0,2.0,2016,1
85,2016-01-18,A:LUNES,WN,7819A,2948,PHL,TPA,1545,1636,170.0,920.0,1835,51.0,C:RETRASO_MENOR60,4,5,1,1,1.0,1.0,DOMINO,1.0,4.0,1.0,2016,0
86,2016-01-18,A:LUNES,WN,7819A,175,TPA,ISP,1910,2011,150.0,1034.0,2140,61.0,H:RETRASO_MAYOR60,5,5,0,1,1.0,1.0,DOMINO,1.0,4.0,0.0,2016,0
87,2016-01-19,B:MARTES,WN,7819A,1519,ISP,FLL,630,625,190.0,1092.0,940,0.0,A:SIN RETRASO,1,6,5,0,1.0,,SIN EFECTO,,,,2016,0
88,2016-01-19,B:MARTES,WN,7819A,1519,FLL,STL,1015,1012,180.0,1057.0,1215,0.0,A:SIN RETRASO,2,6,4,0,0.0,0.0,SIN EFECTO,,,,2016,0
89,2016-01-19,B:MARTES,WN,7819A,1519,STL,HOU,1250,1247,130.0,687.0,1500,0.0,A:SIN RETRASO,3,6,3,0,0.0,0.0,SIN EFECTO,,,,2016,0
90,2016-01-19,B:MARTES,WN,7819A,382,HOU,OKC,1535,1531,80.0,419.0,1655,0.0,A:SIN RETRASO,4,6,2,0,0.0,0.0,SIN EFECTO,,,,2016,0
91,2016-01-19,B:MARTES,WN,7819A,382,OKC,STL,1725,1724,80.0,462.0,1845,0.0,A:SIN RETRASO,5,6,1,0,0.0,0.0,SIN EFECTO,,,,2016,0
92,2016-01-19,B:MARTES,WN,7819A,382,STL,TPA,1920,1925,140.0,869.0,2240,5.0,B:RETRASO_MENOR10,6,6,0,1,0.0,0.0,SIN EFECTO,0.0,-1.0,0.0,2016,0
93,2016-01-20,C:MIERCOLES,WN,7819A,1547,TPA,FLL,825,820,60.0,197.0,925,0.0,A:SIN RETRASO,1,5,4,0,1.0,,SIN EFECTO,,,,2016,0
94,2016-01-20,C:MIERCOLES,WN,7819A,1547,FLL,MKE,1000,956,200.0,1243.0,1220,0.0,A:SIN RETRASO,2,5,3,0,0.0,0.0,SIN EFECTO,,,,2016,0
95,2016-01-20,C:MIERCOLES,WN,7819A,1547,MKE,DEN,1255,1252,155.0,896.0,1430,0.0,A:SIN RETRASO,3,5,2,0,0.0,0.0,SIN EFECTO,,,,2016,0
96,2016-01-20,C:MIERCOLES,WN,7819A,1547,DEN,OKC,1510,1509,85.0,495.0,1735,0.0,A:SIN RETRASO,4,5,1,0,0.0,0.0,SIN EFECTO,,,,2016,0
97,2016-01-20,C:MIERCOLES,WN,7819A,1547,OKC,MDW,1805,1801,125.0,691.0,2010,0.0,A:SIN RETRASO,5,5,0,0,0.0,0.0,SIN EFECTO,,,,2016,0
98,2016-01-21,D:JUEVES,WN,7819A,398,MDW,ATL,830,825,110.0,591.0,1120,0.0,A:SIN RETRASO,1,5,4,0,0.0,,SIN EFECTO,,,,2016,0
99,2016-01-21,D:JUEVES,WN,7819A,398,ATL,SAT,1200,1209,160.0,874.0,1340,9.0,B:RETRASO_MENOR10,2,5,3,1,0.0,0.0,SIN EFECTO,1.0,3.0,3.0,2016,0
100,2016-01-21,D:JUEVES,WN,7819A,398,SAT,PHX,1415,1424,150.0,843.0,1545,9.0,B:RETRASO_MENOR10,3,5,2,1,1.0,1.0,DOMINO,1.0,3.0,2.0,2016,0
101,2016-01-21,D:JUEVES,WN,7819A,398,PHX,ELP,1620,1621,65.0,347.0,1725,1.0,B:RETRASO_MENOR10,4,5,1,1,1.0,1.0,DOMINO,1.0,3.0,1.0,2016,0
102,2016-01-21,D:JUEVES,WN,7819A,398,ELP,HOU,1750,1757,110.0,677.0,2040,7.0,B:RETRASO_MENOR10,5,5,0,1,1.0,1.0,DOMINO,1.0,3.0,0.0,2016,0
103,2016-01-25,A:LUNES,WN,7819A,1579,HOU,MAF,655,653,90.0,441.0,825,0.0,A:SIN RETRASO,1,5,4,0,1.0,,SIN EFECTO,,,,2016,0
104,2016-01-25,A:LUNES,WN,7819A,684,MAF,HOU,855,848,80.0,441.0,1015,0.0,A:SIN RETRASO,2,5,3,0,0.0,0.0,SIN EFECTO,,,,2016,0
105,2016-01-25,A:LUNES,WN,7819A,684,HOU,PIT,1050,1047,160.0,1131.0,1430,0.0,A:SIN RETRASO,3,5,2,0,0.0,0.0,SIN EFECTO,,,,2016,0
106,2016-01-25,A:LUNES,WN,7819A,1581,PIT,DAL,1505,1500,195.0,1060.0,1720,0.0,A:SIN RETRASO,4,5,1,0,0.0,0.0,SIN EFECTO,,,,2016,0
107,2016-01-25,A:LUNES,WN,7819A,1581,DAL,ATL,1755,1754,125.0,721.0,2100,0.0,A:SIN RETRASO,5,5,0,0,0.0,0.0,SIN EFECTO,,,,2016,0
108,2016-01-26,B:MARTES,WN,7819A,2858,ATL,HOU,610,605,140.0,696.0,730,0.0,A:SIN RETRASO,1,5,4,0,0.0,,SIN EFECTO,,,,2016,0
109,2016-01-26,B:MARTES,WN,7819A,1506,HOU,SAT,900,912,55.0,192.0,955,12.0,C:RETRASO_MENOR20,2,5,3,1,0.0,0.0,SIN EFECTO,1.0,2.0,2.0,2016,0
110,2016-01-26,B:MARTES,WN,7819A,1506,SAT,BWI,1030,1045,185.0,1407.0,1435,15.0,C:RETRASO_MENOR20,3,5,2,1,1.0,1.0,DOMINO,1.0,2.0,1.0,2016,0
111,2016-01-26,B:MARTES,WN,7819A,1506,BWI,MCO,1520,1518,150.0,787.0,1750,0.0,A:SIN RETRASO,4,5,1,0,1.0,1.0,SIN EFECTO,,,,2016,0
112,2016-01-26,B:MARTES,WN,7819A,1508,MCO,ROC,1825,1940,160.0,1033.0,2105,75.0,H:RETRASO_MAYOR60,5,5,0,1,0.0,0.0,SIN EFECTO,1.0,2.0,0.0,2016,0
113,2016-01-27,C:MIERCOLES,WN,7819A,1249,ROC,TPA,815,811,190.0,1079.0,1125,0.0,A:SIN RETRASO,1,5,4,0,1.0,,SIN EFECTO,,,,2016,0
114,2016-01-27,C:MIERCOLES,WN,7819A,1249,TPA,IND,1200,1159,140.0,837.0,1420,0.0,A:SIN RETRASO,2,5,3,0,0.0,0.0,SIN EFECTO,,,,2016,0
115,2016-01-27,C:MIERCOLES,WN,7819A,1249,IND,LGA,1455,1451,125.0,660.0,1700,0.0,A:SIN RETRASO,3,5,2,0,0.0,0.0,SIN EFECTO,,,,2016,0
116,2016-01-27,C:MIERCOLES,WN,7819A,2448,LGA,MDW,1735,1727,170.0,725.0,1925,0.0,A:SIN RETRASO,4,5,1,0,0.0,0.0,SIN EFECTO,,,,2016,0
117,2016-01-27,C:MIERCOLES,WN,7819A,2570,MDW,ATL,1955,1950,115.0,591.0,2250,0.0,A:SIN RETRASO,5,5,0,0,0.0,0.0,SIN EFECTO,,,,2016,0
118,2016-02-05,E:VIERNES,WN,7819A,667,ATL,MDW,1740,1847,120.0,591.0,1840,67.0,H:RETRASO_MAYOR60,1,2,1,1,0.0,,SIN EFECTO,1.0,1.0,1.0,2016,0
119,2016-02-05,E:VIERNES,WN,7819A,1177,MDW,OAK,2000,2023,290.0,1844.0,2250,23.0,C:RETRASO_MENOR30,2,2,0,1,1.0,1.0,DOMINO,1.0,1.0,0.0,2016,0
120,2016-02-06,F:SABADO,WN,7819A,1582,SEA,DEN,1205,1343,155.0,1024.0,1540,98.0,H:RETRASO_MAYOR60,1,2,1,1,1.0,,SIN EFECTO,1.0,1.0,1.0,2016,0
121,2016-02-06,F:SABADO,WN,7819A,1582,DEN,STL,1635,1730,115.0,770.0,1930,55.0,C:RETRASO_MENOR60,2,2,0,1,1.0,1.0,DOMINO,1.0,1.0,0.0,2016,0
122,2016-02-07,G:DOMINGO,WN,7819A,1543,STL,FLL,815,813,160.0,1057.0,1155,0.0,A:SIN RETRASO,1,5,4,0,1.0,,SIN EFECTO,,,,2016,0
123,2016-02-07,G:DOMINGO,WN,7819A,1544,FLL,BWI,1250,1245,155.0,925.0,1525,0.0,A:SIN RETRASO,2,5,3,0,0.0,0.0,SIN EFECTO,,,,2016,0
124,2016-02-07,G:DOMINGO,WN,7819A,1544,BWI,BUF,1605,1558,70.0,281.0,1715,0.0,A:SIN RETRASO,3,5,2,0,0.0,0.0,SIN EFECTO,,,,2016,0
125,2016-02-07,G:DOMINGO,WN,7819A,1544,BUF,MDW,1745,1738,110.0,468.0,1835,0.0,A:SIN RETRASO,4,5,1,0,0.0,0.0,SIN EFECTO,,,,2016,0
126,2016-02-07,G:DOMINGO,WN,7819A,396,MDW,PDX,1950,1944,280.0,1751.0,2230,0.0,A:SIN RETRASO,5,5,0,0,0.0,0.0,SIN EFECTO,,,,2016,0
127,2016-02-08,A:LUNES,WN,7819A,1927,PDX,PHX,530,527,150.0,1009.0,900,0.0,A:SIN RETRASO,1,5,4,0,0.0,,SIN EFECTO,,,,2016,0
128,2016-02-08,A:LUNES,WN,7819A,156,PHX,SJC,935,935,115.0,621.0,1030,0.0,A:SIN RETRASO,2,5,3,0,0.0,0.0,SIN EFECTO,,,,2016,0
129,2016-02-08,A:LUNES,WN,7819A,2356,SJC,LAX,1110,1111,70.0,308.0,1220,1.0,B:RETRASO_MENOR10,3,5,2,1,0.0,0.0,SIN EFECTO,1.0,2.0,2.0,2016,0
130,2016-02-08,A:LUNES,WN,7819A,330,LAX,PHX,1300,1316,75.0,370.0,1515,16.0,C:RETRASO_MENOR20,4,5,1,1,1.0,1.0,DOMINO,1.0,2.0,1.0,2016,0
131,2016-02-08,A:LUNES,WN,7819A,330,PHX,HOU,1555,1618,140.0,1020.0,1915,23.0,C:RETRASO_MENOR30,5,5,0,1,1.0,1.0,DOMINO,1.0,2.0,0.0,2016,0
